,Unnamed: 0.1,Unnamed: 0,Titre,Auteur,Type,Langue,Texte
152,152,152,Leghjte què,Sambucucciu di Casinca,article,cos,EUR lettera mandata corsu altru corsu parsa muvra primu marzu rilevu filari piace ritrovammi oo tempusi moitinchi dumani davanu furesteri manci pannu curu vestianu granu biade facianu benissimu tavanu cunsumazione locale l arburi fruttiferi peri meli noci sorbi castagni spendianu frutti squisiti profusione impie permette allevi numerosi finimali oghie moita tdechie kannu invasu territoriu ava duve nanzu stendianu campi biundiggienti biade vigne magnifiche verdi giardini innalzanu ar bitri listinchi scope filicaghie sorta piante arbuscelli salvatichi prospera spaventevule attestendu l rimerchevule fertilita die ferre tettore scusifa longa cazione aeera necessaria autore jettera perte passi corsi cunoscu moita zalana califone rogna muntagna padule zin boziu statu pumon particularmente coghia alata coti chiavari cit qua intesu stessu raggiunamentu territoriu pae sec picculu paradisu terrestru pezzi terra pru messa dio populu ebr sol ji roba man cava late vinu currianu prati ava roba solli macchie paesi duve cuntava ottan paghj boi ca coppi cunoscu dunu acelli n manghiatu guvernu pulitica raprisententi dimune altru piru yi pare um putereja tomba corsica ghie causa tristu cam biamentu detta guvernu riprisententi pulitica verita dumanda pruclama maleu duvimu reagisce lasciemu trascina nantu stradone porta abissu zappate suminate robba cara roba solli farina fanne ostie pudeu duveri ianu ajutacci denduci strade megliu moita mondu aspetta guvernu vole ripigliemu citazione moita menu dece persu 300 abitanti terzu bobllazione n scappata francia paesi 10 diuve stendianu campi biun deggienti biade vigne giardini sannalzanu arbi tri scope filicaghie impedimi grida naniu tufti 1 teiti tulte piezze isuu junz vunarismu funziunarismu peghiu malaria moita paesi zale frebbe giardinu colmu frutti abitenti francia territoriu moita macchia cunclusione preferiscenu impiegu aratu liberi quandi voltanu trovanu macchie ficinu pocu mea cul pa cn pulitica guvernu satanassu subissu mandanu corsica ruina corsi abandonanu terra facenu complici ruina
153,153,153,Lettera da Francia,Petru Borghetti,lettre,cos,cari cumpagni v scrittu lettara duva parlava papa veschi arciveschi nappone edouard micca avu iu piacere vedela figura nanfa muvra bera mancu ricevuta lettara postu cha m trova borsa quindecina jorni dopu cuntentu tengu ava avellavi inviata sinno intesu coppiu figuratevi stessujornu filari francese zia ntonia maria manda us chere tabaccu scimita tamanta d prisa necessariamente addirizzi letiara missi poghi mumenti dopu posta laltr quandu circhendu mocculi stacca truvaia lettara subitu rimettela pulita paria ave servitu basciaculi arriguighiulata brutta aprendu fogliu firmai guasi acecatu intesi manata pevaru l occhj schjaf fonu subiti scandilla lambichi ghj ghj lettara zia ntonia maaria postu inviluppu muvra face d povara zia ntonia maria obligata lascia uso niasone asseccu 60 prisatu der face dino intesu lettica ladru eccu guadagna vile serive zianitonia maria chun mancu culu fena m risponde lettara veru scioccu nimu pudutu capi strecciu fatta leghje uncu ziu pisticciulu leghje purtantu specchjetti oru micca pudutu junghje inturchja spjgazione zia ntonia maria ghj vergugnosa eta perdi ciaffu sai mancu scrive francese francia duveriste parla scrive pariginu diaghj culu indaretu scaravagliuli fppo nasu pensi vegu persu toccu malatu dilla benitine gueriscerai custi nduvinatu zi ntonia maria ragio latu medicine guerimmi genere ghj mapatta queti ritornu do rito faremu sucilla lettara tengu fabbi ricumandazione b accadi listessu dannificosu aprife pianu jogliu ell bi scrizgi l occhj anci tante m accadissi cumette listessu sbagliu vo ricevete micca lettara fatemila sape b invieraghju scuse casi ricevefete nu lingua nationale signore perdunatemi custrettu scrive subitu ava zia ntonia maria ghj anchi ave postu pede berca infrancisita salutu
154,154,154,PINCU SCRIVE,Pincu,poesie,cos,mertinu andatu appinza pali castagniccia to addio appinzapa lettu rilettu studiatu ala mente pensa piace m incantatu dispiacciutu ave chita omu curatu locu sai loda capiscu ricumpensatu andatu castellare locu casinca prelebatu mezza castagniccia mare cusfi serai tenutu stimatu quassu is sai perdi nunda ave cambiatu sai avutu disgrazia mere EUR affare dura 21 annu cartellu mancini disfa pensatu meri eternu serebbe statu occupatu appressu pelettori muneta bale menu francu 3 mese sumeri rifa cunsigli municipali dopu merri diceraghiu dormu notte ghiornu certu tanente guerra apertu lutta nu pianellacci eranu j nelagesi tanente averebbe fatti anda calci duv principianu panere gran perte pastori bisognu stanu sente prezzu latte eo tintennaghiu portu duv erba abondanza devi capi tenutu pastori oghie facenu nui paesi averebbe scrittu prosa poesia pocu spessu vole lascia passa 3 magbiu quisti annu speru belle feste 3 maghiu 12 maghiu 4 san pancraziu casinca valtra 17 maghiu quandu feranu merri perdu feranu aversarii pare vede ride amicu maistrale quandi leghie affari sen nu barba sicuru vince perde megliu feria mandami qualchi sollu puru alimee seranu sauriti merti statu malatu statu intoppi sinno serebbe vivu ava scusami to lettori mufra possu fera ghiu vivu spessu salutu
155,155,155,EPIGRAMMI,U Babbuziu,poesie,cos,passa prucissio futtt salutanu solu calfa cappellu dumanda vabbu sarrajattulu tette saluta caru zitellu scuprissi chiricuccula vidavia ell ciarbellu echi turcu to cane dumanda ziu pancottu ziu juva appena sonanu campane melte burula essendu turcu contru riliggione unne raggione risponde ziu juva capiscu versu turcu bole scompana bestie boi tempu persu sx parla maestru alo dammi prora francische omu discindente scimia trova francischellu raggio cumbincente ferma cunfusu eppo fidiendu arditamente scio maestru vostru musu
156,156,156,"A GHIASEPPU VIOLA, persu in tarra africana",Ghiuvanni Olivieri,lettre,cos,caru cugnatu lettu piacere lettera m mandatu rughioni africani cuntenti sape bo scialate san petru malgradu tempu bole soie accettemu santa pace muneta cum corre pane face raris caru jorni franchi kilo impalta farina castagnina nu amicacciu pianellu cullatu sumirata etima scorsa paga canl zona mandai settembre bedi circheremu campacci sine falcina permette tribula scurdava ditti mettimu paghiola focu zitelli lettiganu pulendaghiu trovanu gustu particulare diceraghju bomba sparisce qualiru ferma qualchi fetta zerbinotti arrustenu nantu ziglia fucone ghie sola manghianu scena tante signore dici buristi cunosce situazione pulitica juru capiscu cavulu elettore piatia partitu sottu pelle boli sape scrivi maistrale mandera canzone eju cumandatu centu temu truva bendele do elezioni quattrini capisci passatu tempu allocazioni 3 maghiu fussi qualchi amatore pa yelettori partitu videra tandu principia neguziu fussi mezi spaccialle venderaghiu tante pisticcine scemu dettu candidatu santupetru mica ambizione fiascu voti pre feriscudi uti prisentamini nica dis corciu paisanu cinqu alocu riposu dicu ripetu fatti partitu ciinoscu preside petru rocca aiacciu partitu paghiella bedi ca vulemu tanti matalasci cultellu tiratu vicini quandu capi partiti facenu disfacenu secondu chiu soffiu foce tramuntana averebbinu tortu prufitanne postu sanu pron ocasione legacci aghetia vivi signore metti santa manu san petru venacu marzu 1924
157,157,157,GIURNALI CORSI,Inconnu,revue de presse,fra,nouvelle corse 7 3 25 at accru couronne consulaire couronne ete destinee violon souscripteurs rester perce ajaccio maison vit naitre grand homme inadmissible illustre maison malheureusement pauvre meubles objets napoleoniens depouillee lement peuple ajaccien distinction partis journee d emouvant enthousiasme date l histoire locale ville ajaccien souscripteur moimeme souvenir pere promoteur souscription commemoration centenaire consulat ajaccio viens protester energiquement contre projet d envoyer couronne paris musee confondue d objets d art perdrait signification dela pensee preside souscription fortiori conti l observateur 9 3 25 chose andale j p lucciardi s poetes corses plaisir passer gamme sentiments tour tour emouvants passionnants tou thons livre alouette miroir lecteur bien evocateur andale passes revivre horizon illimite choses cheres ancetres pius sabres sommes t lointain souvenir 1 souvenir poete attache rappeler beau sujet rustique poete fervent post lucciardi dos ve erables touchantes coutumes beau recueil presente belle couverture elegante serieuse ja fois ble volume vient l imprimerie ouvra chome j jamais preface brandon ouvre recueil brandon amour andale crainte voir oublier glorieux passe ancetres sante epitre luminaire sachons quil propose reliques fumera rocco pilote cornu chose andale chante revivre temps revolus voulu classique accent perfection lecteur frappe verite beau conduite l action composition petites scenes donnent lieu plaintes chose andre bonheur poete entretient humbles lisez corses lisez poesies hymnes ecrits gloire cornes vieille patrie troupeaux souffrons ut matteo ciriiensi l evil corse 0325 accru d oeuvre q devrait placee l ordre realisations rang qu tient conditions economiques pis cn 2 patti sens crocs l ile l an premiers cest l irrigation manque beau lun grands maux souffre corse manque d eau sol paludisme personnes cause d anemie mort leau d irrigation nulle culture developpe arbres paturages corse sterilise suite secheresse l devrait songer l couverture d aucun route nationale vaginale rurale eaux torrents portent mer eaux precieuses ete utilisees passage ip
158,158,158,GIURNALI CORSI,Inconnu,revue de presse,cos,corse 8 3 25 marseglia saugni corsir milli caillauz milli millerand milli monmouseau sangui ba corsu stretta ista mani taglia arbitra vetta fatti segnu croci sangui corsu andesti gocci gocci puru celi f macchioni eranu pieni accelli celi puru zittu piattu omu pedi murufronti bassu visu strann figldli fucile manu ajiiti pur paure acelli primura sole imbriagatu cristu diminticatu facci abbada qua njo colla omu mezza biada zifulendu spenseratu cn guai guai disgraziatu lestru marchia morti l aspetta piatta macchia 54 accendita brionu casca altru fughi macehionu ela biada gluriosa louer oru sanguinosa sangui corsu stretta mani taglia arbitru vetta sangui corsu andesti gocci gocci carlu giovani
159,159,159,ALTRI JURNALI,Inconnu,revue de presse,fra,action francaise eee fallu s sommes lance d millerand jure trait commun republicains qu sortent ruisseau brian l ecole droit millerand poincare j disait mme signe frappe an dela raison convention fut terrible ans grandeur joint realite pressante chercheriez vain sentiment assemblees 4949 1925 n ete remplace peur terme trop noble frousse eclair montpellier conserve t fonctions prefet marier policiers derange lances colombe contre l ordonnance president cour d appel pa ris information homicide volontaire detournement mineur complicite hauts personnages prevenus prevenus converser fonctions permettent comparu vent juges interroges eteonfron prevenus revenir c collaborateurs auxiliaire res om conserver fonctions laissent discretion rouages moyens influence outils tentes servir derouter justice prefet marier venons s applique raison fonctions qu occupait philippe baudet ete qu occupe doute once prefet d departement gosse saurait admettre qu pre inculpe d homicide volontaire com publicite puisse demeurer prefet qu inculpe situation persistait maui viderait tiennent com prenant qu ere nouvelle venue qu ie haut pave
160,160,160,Una lettara,Ghiaseppu Filippi,lettre,cos,tagliu 12 ferraghiu 1925 caru cumpagnu fede eccumi rientratu tagliu trovu itre numeri muvra pude crede quantu piace avutu ghiele care muvrarelle salvatiche leste altra cuntentezza for ave bistu parlatu anfarte mertinu appinzapalu strada fulelli tagliu scuntratu prete accumpagnatu dz zitellu forma neraun assu migliava miccaa altre originale spiritosu n impiva persona ers intraccia dileghie muvraauso cum pagnu subitu penzatu prete castella parlatu santi corsu apostulu lingua ina terna re puesia testru litteratura corsa voce chiara franca armoniosa m cul pitu dettu bisogna lutta lingua corsa prosa puesia prumessu venie prestu ir tagliu onore m datu iu numieru muora d ottu ferraghiu ghie eghia quis tahiti bianca taccatta neru bell cara preferitaii vit3i poiz forma nera pertuta mantu strada bianca ombra leggie ra musa vestuta dolu bi fingraziu moltu onore bo m sfattu parisce im ee ge ca ar lingua muvra pei tuti muvristi salutu fraternamente
161,161,161,I Puntelli,A. F. Tristani,poesie,cos,dr mezza pulluneta castagnone ercefalu famanti unia muntagna caniurchiaitu bistutu cavong j pendu pocu frasca castagna bechione sole sine slava git pre zitelli sfarente sigantini crudi pien 4a dopu pioloni gnoli mazza sega livendu ceppu vecchia scorza streccianu batter d ochiu panni falli dio messe milli pai acherna sigone denti mastucanu merolla rodene osse dendu freddu spinu vicinenti jnsischiti fischiu scosse piolone azzetca zirla scagliolala cherne secca dicu dispiaqua q pitenii zitellame castagni posti morti pb ei more strana lagna pensanu scossa 0 re nm ientu tempu quandu lestu manescu quandu sdriice chiosi ochj quandi disfaee scioglie nodu paspu luce cust elhi cidle g gira manu melte tempu lampanne vechiu pian sechiagone bila massu vetta falendu fracassu parse spiombassi savetta addossu poveri polloni scempiati fustu jamboni sappiate almenu casiagnone dava ballonchie poca frasca bi borebbi ampara babbone palmu dinoi casca vechj puntelli didi 2 mantenga arilti z zitelli lee d navicelle 20 225 ct ajaccio
162,162,162,Toit Familial Ajaccien,Jean de PERETTI,infos,fra,assemblee societaire toit familial ajaccien pries d assister reunion lie dimanche 29 mars 40 h matin 1 hote ville l ancienne salle mariages ordre jour 1 lecture p v derniere assemblee normale 2 compte rendu morale financier 3 renouvellement partiel membres d conseil d administration questions president
